Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Toyota,RAV4,2014,IV (2012—2015),145000 км,4 записи в отчёте Автотеки,,1,Не битый,2.0 4WD MT (146 л.с.),2 л,Бензин,Механика,Полный,Comfort,Внедорожник 5-дверный,Чёрный,Левый,JTMB*************,,2 454 900
Toyota,Corolla,2006,IX рестайлинг (2003—2007),115000 км,Проверить в Автотеке,,1,Не битый,1.4 MT (97 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Хетчбек 5-дверный,Серебряный,Левый,SB1K*************,,1 150 000
Toyota,Camry,2018,XV70 (2017—2021),88074 км,13 записей в отчёте Автотеки,,1,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,XW7B*************,Возможен,3 089 000
Toyota,Camry,2020,XV70 рестайлинг (2020—2023),66000 км,2 записи в отчёте Автотеки,,1,Не битый,2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Серебряный,Левый,4T1G*************,Не интересует,3 150 000
Toyota,Land Cruiser,2016,200 рестайлинг 2 (2015—2023),226000 км,7 записей в отчёте Автотеки,Оригинал,1,Не битый,4.5 D-4D AT (249 л.с.),4.5 л,Дизель,Автомат,Полный,Luxe Safety,Внедорожник 5-дверный,Белый,Левый,JTMC*************,Не интересует,6 500 000
Toyota,Land Cruiser,2013,200 рестайлинг (2012—2015),250000 км,9 записей в отчёте Автотеки,Оригинал,2,Не битый,4.5 D AT (235 л.с.) 5 мест,4.5 л,Дизель,Автомат,Полный,Luxe,Внедорожник 5-дверный,Серый,Левый,JTMC*************,,4 050 000
Toyota,Auris,2007,E150 (2006—2010),180000 км,3 записи в отчёте Автотеки,Оригинал,3,Не битый,1.6 AMT (124 л.с.),1.6 л,Бензин,Робот,Передний,Comfort,Хетчбек 5-дверный,Голубой,Левый,SB1K*************,Возможен,797 000
Toyota,Corolla,2010,X (2006—2013),217628 км,15 записей в отчёте Автотеки,,3,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Серый,Левый,JTNB*************,Возможен,1 160 000
Toyota,RAV4,2013,IV (2012—2015),144500 км,9 записей в отчёте Автотеки,,3,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Prestige,Внедорожник 5-дверный,Серый,Левый,JTMB*************,,2 054 900
Toyota,Camry,2018,XV70 (2017—2021),99001 км,8 записей в отчёте Автотеки,,4+,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,XW7B*************,Возможен,2 859 000
Toyota,Land Cruiser Prado,2008,120 рестайлинг (2007—2009),205000 км,23 записи в отчёте Автотеки,Оригинал,3,Не битый,4.0 AT (249 л.с.),4 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Серебряный,Левый,JTEB*************,Не интересует,2 500 000
Toyota,RAV4,2018,IV рестайлинг (2015—2019),82000 км,2 записи в отчёте Автотеки,,1,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Белый,Левый,XW7R*************,,2 733 000
Toyota,Camry,2012,XV50 (2011—2014),308334 км,26 записей в отчёте Автотеки,,3,Не битый,3.5 V6 AT (277 л.с.),3.5 л,Бензин,Автомат,Передний,Luxe,Седан,Серый,Левый,XW7B*************,,1 650 000
Toyota,RAV4,2023,V (2018—2023),1 км,Проверить в Автотеке,Оригинал,1,Не битый,2.0 4WD CVT (171 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,LFMJ*************,Возможен,4 596 000
Toyota,Camry,2020,XV70 (2017—2021),119400 км,20 записей в отчёте Автотеки,,1,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Luxe Safety,Седан,Синий,Левый,XW7B*************,,2 949 000
Toyota,Corolla,2008,X (2006—2013),113118 км,6 записей в отчёте Автотеки,,1,Не битый,1.4 MT (97 л.с.),1.4 л,Бензин,Механика,Передний,,Седан,Серый,Левый,JTNB*************,,1 249 000
Toyota,Corolla,2011,X рестайлинг (2010—2013),208057 км,10 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (124 л.с.),1.6 л,Бензин,Механика,Передний,Elegance,Седан,Красный,Левый,JTNB*************,Возможен,1 100 000
Toyota,RAV4,2021,V (2018—2023),14480 км,2 записи в отчёте Автотеки,,1,Не битый,2.5 4WD AT (199 л.с.),2.5 л,Бензин,Автомат,Полный,Престиж,Внедорожник 5-дверный,Белый,Левый,2T3F*************,,3 799 900
Toyota,Hilux,2012,VII рестайлинг (2011—2015),300000 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,3.0 D-4D 4WD AT (171 л.с.) Arctic Trucks,3 л,Дизель,Автомат,Полный,Arctic Trucks,Пикап,Белый,Левый,AHTF*************,Не интересует,2 300 000
Toyota,Tundra,2010,II (2007—2013),293760 км,10 записей в отчёте Автотеки,,3,Не битый,5.7 4WD AT (381 л.с.),5.7 л,Бензин,Автомат,Полный,Базовая,Пикап,Чёрный,Левый,5TFD*************,Не интересует,3 100 000
Toyota,Land Cruiser Prado,2017,150 рестайлинг (2013—2017),54000 км,Проверить в Автотеке,Оригинал,1,Не битый,4.0 AT (282 л.с.),4 л,Бензин,Автомат,Полный,Prestige,Внедорожник 5-дверный,Серебряный,Левый,JTEB*************,Не интересует,5 500 000
Toyota,Land Cruiser Prado,2022,150 рестайлинг 2 (2017—2023),42 км,Проверить в Автотеке,,1,Не битый,2.8 D-4D AT (200 л.с.),2.8 л,Дизель,Автомат,Полный,Престиж,Внедорожник 5-дверный,Серебряный,Левый,JTEB*************,,8 394 000
Toyota,Camry,,,,,,,,,,,,,,,,,,,2 098 000
Toyota,Land Cruiser,2010,200 (2007—2012),300000 км,6 записей в отчёте Автотеки,Оригинал,2,Не битый,4.5 D AT (235 л.с.),4.5 л,Дизель,Автомат,Полный,Luxe 60Th,Внедорожник 5-дверный,Чёрный,Левый,JTMH*************,Не интересует,3 150 000
Toyota,Highlander,2012,II рестайлинг (2010—2013),181000 км,5 записей в отчёте Автотеки,,1,Не битый,3.5 V6 4WD AT (273 л.с.),3.5 л,Бензин,Автомат,Полный,Prestige,Внедорожник 5-дверный,Чёрный,Левый,JTEE*************,,2 112 000
Toyota,RAV4,2016,IV рестайлинг (2015—2019),103258 км,7 записей в отчёте Автотеки,,3,Не битый,2.2 D-4D AWD AT (150 л.с.),2.2 л,Дизель,Автомат,Полный,Comfort Plus,Внедорожник 5-дверный,Серый,Левый,JTMR*************,,2 649 000
Toyota,Land Cruiser,2015,200 рестайлинг (2012—2015),310000 км,14 записей в отчёте Автотеки,Оригинал,3,Не битый,4.5 D AT (235 л.с.) 5 мест,4.5 л,Дизель,Автомат,Полный,Luxe,Внедорожник 5-дверный,Чёрный,Левый,JTMC*************,Не интересует,4 350 000
Toyota,Corolla,2022,XII (2018—2023),242 км,2 записи в отчёте Автотеки,,1,Не битый,1.5 CVT (121 л.с.),1.5 л,Бензин,Вариатор,Передний,Pioneer,Седан,Белый,Левый,LFMA*************,,2 770 000
Toyota,Camry,2021,XV70 (2017—2021),27027 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,3.5 V6 AT (249 л.с.),3.5 л,Бензин,Автомат,Передний,Executive Safety,Седан,Чёрный,Левый,XW7B*************,Возможен,4 599 000
Toyota,Camry,2021,XV70 рестайлинг (2020—2023),35688 км,7 записей в отчёте Автотеки,Электронный,1,Не битый,2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,Классик,Седан,Чёрный,Левый,XW7B*************,Не интересует,3 599 000
Toyota,Camry,2018,XV70 (2017—2021),130044 км,7 записей в отчёте Автотеки,,1,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Standart Plus,Седан,Белый,Левый,XW7B*************,,2 699 000
Toyota,Corolla,2008,X (2006—2013),191274 км,10 записей в отчёте Автотеки,,4+,Не битый,1.6 MT (124 л.с.),1.6 л,Бензин,Механика,Передний,Comfort Plus,Седан,Чёрный,Левый,JTNB*************,Возможен,830 000
Toyota,Avensis,2002,T220 рестайлинг (2000—2003),196000 км,6 записей в отчёте Автотеки,Оригинал,3,Не битый,1.6 MT (110 л.с.),1.6 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,SB15*************,Не интересует,360 000
Toyota,Corolla,2008,X (2006—2013),134296 км,15 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.6 AMT (124 л.с.),1.6 л,Бензин,Робот,Передний,,Седан,Чёрный,Левый,JTNB*************,Не интересует,900 000
Toyota,RAV4,2013,IV (2012—2015),130000 км,3 записи в отчёте Автотеки,,1,Не битый,2.5 4WD AT (180 л.с.),2.5 л,Бензин,Автомат,Полный,Prestige,Внедорожник 5-дверный,Чёрный,Левый,JTMD*************,Не интересует,2 900 000
Toyota,RAV4,2017,IV рестайлинг (2015—2019),137000 км,18 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,Exclusive,Внедорожник 5-дверный,Чёрный,Левый,XW7R*************,,2 499 990
Toyota,Corolla,2022,XII (2018—2023),28 км,2 записи в отчёте Автотеки,,1,Не битый,1.5 CVT (121 л.с.),1.5 л,Бензин,Вариатор,Передний,Pioneer,Седан,Белый,Левый,LFMA*************,,2 459 900
Toyota,Corolla,2012,X рестайлинг (2010—2013),100600 км,6 записей в отчёте Автотеки,,4+,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,Comfort Plus,Седан,Белый,Левый,JTNB*************,,1 539 000
Toyota,Land Cruiser Prado,2010,150 (2009—2013),280000 км,35 записей в отчёте Автотеки,Оригинал,3,Не битый,3.0 D AT (173 л.с.),3 л,Дизель,Автомат,Полный,Luxe,Внедорожник 5-дверный,Чёрный,Левый,JTEB*************,Возможен,3 500 000
Toyota,RAV4,2013,IV (2012—2015),242000 км,2 записи в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (146 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTMB*************,,1 890 000
Toyota,Corolla,2012,X рестайлинг (2010—2013),407803 км,20 записей в отчёте Автотеки,,2,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,JTNB*************,,1 059 000
Toyota,RAV4,2022,V (2018—2023),12026 км,5 записей в отчёте Автотеки,,1,Не битый,2.5 4WD AT (205 л.с.),2.5 л,Бензин,Автомат,Полный,,Внедорожник 5-дверный,Серый,Левый,2T3R*************,,4 149 000
Toyota,Land Cruiser,2021,300 (2021—2023),40000 км,3 записи в отчёте Автотеки,Электронный,2,Не битый,3.3 D AT (299 л.с.),3.3 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTMA*************,Не интересует,10 000 000
Toyota,Camry,2022,XV70 рестайлинг (2020—2023),93 км,2 записи в отчёте Автотеки,,1,Не битый,2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Серый,Левый,JTNB*************,Возможен,3 919 000
Toyota,Land Cruiser Prado,2019,150 рестайлинг 2 (2017—2023),120700 км,2 записи в отчёте Автотеки,,1,Не битый,2.8 D-4D AT (177 л.с.),2.8 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Чёрный,Левый,JTEB*************,Возможен,5 290 000
Toyota,Camry,2022,XV70 рестайлинг (2020—2023),1 км,3 записи в отчёте Автотеки,Электронный,1,Не битый,2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,Классик,Седан,Белый,Левый,JTNB*************,Не интересует,4 000 000
Toyota,Land Cruiser,2022,70 рестайлинг (2007—2023),46 км,Проверить в Автотеке,Электронный,1,Не битый,4.0 MT (228 л.с.),4 л,Бензин,Механика,Полный,Базовая,Пикап,Серый,Левый,JTFB*************,,6 698 000
Toyota,Camry,2013,XV50 (2011—2014),143983 км,20 записей в отчёте Автотеки,,4+,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Серебряный,Левый,XW7B*************,Возможен,1 869 000
Toyota,Land Cruiser,2018,200 рестайлинг 2 (2015—2023),94750 км,10 записей в отчёте Автотеки,Оригинал,3,Не битый,4.5 D AT (249 л.с.) 7 мест,4.5 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JTMH*************,Не интересует,7 450 000
Toyota,Corolla,1997,VII (1991—2000),330000 км,2 записи в отчёте Автотеки,Оригинал,4+,Не битый,1.3 MT (75 л.с.),1.3 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,JT15*************,Не интересует,250 000
Toyota,Land Cruiser,2022,300 (2021—2023),50 км,Проверить в Автотеке,Электронный,1,Не битый,3.3 D AT (299 л.с.),3.3 л,Дизель,Автомат,Полный,70th Anniversary,Внедорожник 5-дверный,Чёрный,Левый,JTMA*************,,12 850 000
Toyota,Land Cruiser,2012,200 рестайлинг (2012—2015),190000 км,6 записей в отчёте Автотеки,,3,Не битый,4.5 D AT (235 л.с.) 7 мест,4.5 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JTMH*************,Не интересует,3 850 000
Toyota,Corolla,2010,X (2006—2013),259000 км,10 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 MT (124 л.с.),1.6 л,Бензин,Механика,Передний,Elegance,Седан,Серебряный,Левый,JTNB*************,Не интересует,1 100 000
Toyota,Camry,2020,XV70 (2017—2021),16800 км,Проверить в Автотеке,Электронный,2,Не битый,2.0 AT (150 л.с.),2 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,XW7B*************,Возможен,3 250 000
Toyota,Camry,2017,XV50 рестайлинг (2014—2017),121000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Элеганс Плюс,Седан,Чёрный,Левый,XW7B*************,Не интересует,2 600 000
Toyota,Camry,2021,XV70 рестайлинг (2020—2023),40453 км,7 записей в отчёте Автотеки,,3,Не битый,3.5 V6 AT (249 л.с.),3.5 л,Бензин,Автомат,Передний,Executive Safety,Седан,Красный,Левый,XW7B*************,Возможен,3 750 000
Toyota,Camry,2023,XV70 рестайлинг (2020—2023),81 км,2 записи в отчёте Автотеки,,1,Не битый,2.5 AT (209 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,LVGB*************,,4 199 000
Toyota,RAV4,2022,V (2018—2023),23201 км,2 записи в отчёте Автотеки,,3,Не битый,2.5 4WD AT (199 л.с.),2.5 л,Бензин,Автомат,Полный,Style,Внедорожник 5-дверный,Белый,Левый,XW7R*************,Возможен,4 573 000
Toyota,Avensis,2006,T250 рестайлинг (2006—2009),215700 км,8 записей в отчёте Автотеки,,3,Не битый,1.8 MT (129 л.с.),1.8 л,Бензин,Механика,Передний,Терра,Седан,Бежевый,Левый,SB1B*************,,800 000
Toyota,Corolla,2023,XII (2018—2023),86 км,2 записи в отчёте Автотеки,Оригинал,1,Не битый,1.5 CVT (121 л.с.),1.5 л,Бензин,Вариатор,Передний,Pioneer,Седан,Белый,Левый,LFMA*************,,2 600 000
Toyota,Land Cruiser,2022,70 рестайлинг (2007—2023),34 км,Проверить в Автотеке,Электронный,1,Не битый,4.0 MT (228 л.с.),4 л,Бензин,Механика,Полный,Базовая,Пикап,Красный,Левый,JTFB*************,,7 198 000
Toyota,Corolla,2010,X (2006—2013),198000 км,8 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.4 D MT (90 л.с.),1.4 л,Дизель,Механика,Передний,Базовая,Седан,Серый,Левый,AHTL*************,Не интересует,900 000
Toyota,Land Cruiser Prado,2022,150 рестайлинг 2 (2017—2023),49 км,Проверить в Автотеке,,1,Не битый,2.8 D-4D AT (177 л.с.),2.8 л,Дизель,Автомат,Полный,Prestige,Внедорожник 5-дверный,Чёрный,Левый,JTEB*************,Возможен,9 200 000
Toyota,Corolla,2010,X рестайлинг (2010—2013),326500 км,11 записей в отчёте Автотеки,Оригинал,2,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,Comfort Plus,Седан,Чёрный,Левый,JTNB*************,Не интересует,1 050 000
Toyota,Hilux,2015,VII рестайлинг (2011—2015),153802 км,18 записей в отчёте Автотеки,Оригинал,3,Не битый,2.5 D-4D 4WD MT (144 л.с.),2.5 л,Дизель,Механика,Полный,Элеганс,Пикап,Серый,Левый,AHTF*************,Не интересует,2 750 000
Toyota,RAV4,2006,II рестайлинг (2003—2006),201888 км,7 записей в отчёте Автотеки,Оригинал,3,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Красный,Левый,JTMB*************,,1 369 000
Toyota,Land Cruiser,2023,300 (2021—2023),1 км,Проверить в Автотеке,Электронный,1,Не битый,3.5 AT (415 л.с.),3.5 л,Бензин,Автомат,Полный,Премиум 70th Anniversary,Внедорожник 5-дверный,Чёрный,Левый,JTMA*************,,14 800 000
Toyota,Corolla,2019,XII (2018—2023),35062 км,3 записи в отчёте Автотеки,,1,Не битый,1.2 CVT (116 л.с.),1.2 л,Бензин,Вариатор,Передний,,Седан,Красный,Левый,LFMA*************,,1 929 000
Toyota,Corolla,2022,XII (2018—2023),1 км,,Электронный,1,Не битый,1.5 CVT (121 л.с.),1.5 л,Бензин,Вариатор,Передний,Pioneer,Седан,Серебряный,Левый,LLSR*************,,2 790 000
Toyota,Land Cruiser Prado,2012,150 (2009—2013),117000 км,10 записей в отчёте Автотеки,Оригинал,1,Не битый,3.0 D AT (173 л.с.),3 л,Дизель,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,JTEB*************,Возможен,3 590 000
Toyota,Camry,2008,XV40 (2006—2009),252128 км,17 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.4 AT (167 л.с.),2.4 л,Бензин,Автомат,Передний,Элеганс Плюс,Седан,Серый,Левый,JTNB*************,Не интересует,1 500 000
Toyota,Land Cruiser,2023,300 (2021—2023),1 км,Проверить в Автотеке,Электронный,1,Не битый,3.5 AT (415 л.с.),3.5 л,Бензин,Автомат,Полный,Luxe 7 мест,Внедорожник 5-дверный,Чёрный,Левый,JTMA*************,,12 550 000
Toyota,RAV4,2022,V (2018—2023),14080 км,9 записей в отчёте Автотеки,,2,Не битый,2.0 4WD CVT (149 л.с.),2 л,Бензин,Вариатор,Полный,,Внедорожник 5-дверный,Чёрный,Левый,XW7D*************,,3 960 000
Toyota,Camry,2015,XV50 рестайлинг (2014—2017),148200 км,22 записи в отчёте Автотеки,Оригинал,3,Не битый,3.5 V6 AT (249 л.с.),3.5 л,Бензин,Автомат,Передний,Престиж,Седан,Белый,Левый,XW7B*************,Возможен,2 499 000
Toyota,RAV4,2021,V (2018—2023),37000 км,Проверить в Автотеке,Электронный,1,Не битый,2.0 4WD CVT (149 л.с.),2 л,Бензин,Вариатор,Полный,Style,Внедорожник 5-дверный,Коричневый,Левый,XW7R*************,Не интересует,3 890 000
Toyota,Hilux,2015,VIII (2015—2020),136905 км,8 записей в отчёте Автотеки,,2,Не битый,2.8 D-4D AT (177 л.с.),2.8 л,Дизель,Автомат,Полный,Prestige,Пикап,Красный,Левый,MR0B*************,Возможен,3 177 000
Toyota,Camry,2021,XV70 рестайлинг (2020—2023),92252 км,21 запись в отчёте Автотеки,,2,Не битый,2.5 AT (200 л.с.),2.5 л,Бензин,Автомат,Передний,Люкс Safety,Седан,Белый,Левый,XW7B*************,Возможен,3 649 000
Toyota,Corolla,2011,X рестайлинг (2010—2013),175000 км,7 записей в отчёте Автотеки,,4+,Не битый,1.6 AT (124 л.с.),1.6 л,Бензин,Автомат,Передний,Prestige,Седан,Чёрный,Левый,JTNB*************,,1 199 000
Toyota,Corolla,2022,XII (2018—2023),1 км,Проверить в Автотеке,Электронный,1,Не битый,1.5 CVT (121 л.с.),1.5 л,Бензин,Вариатор,Передний,Pioneer,Седан,Белый,Левый,LFMA*************,Возможен,2 699 000
Toyota,Land Cruiser Prado,2022,150 рестайлинг 2 (2017—2023),1 км,Проверить в Автотеке,Электронный,1,Не битый,2.8 D-4D AT (200 л.с.),,Дизель,Автомат,Полный,Black Onyx (5 мест),Внедорожник 5-дверный,Чёрный,Левый,JTEB*************,,8 900 000
Toyota,Highlander,2022,IV (2019—2023),26531 км,4 записи в отчёте Автотеки,,1,Не битый,2.5hyb 4WD AT (248 л.с.),2.5 л,Гибрид,Автомат,Полный,,Внедорожник 5-дверный,Белый,Левый,5TDG*************,Возможен,6 000 000
Toyota,Camry,2013,XV50 (2011—2014),230000 км,26 записей в отчёте Автотеки,Дубликат,3,Не битый,2.5 AT (181 л.с.),2.5 л,Бензин,Автомат,Передний,Prestige Plus,Седан,Серебряный,Левый,XW7B*************,Не интересует,1 700 000
Toyota,Camry,2011,XV40 рестайлинг (2009—2011),255000 км,7 записей в отчёте Автотеки,,4+,Не битый,2.4 AT (167 л.с.),2.4 л,Бензин,Автомат,Передний,Престиж,Седан,Чёрный,Левый,JTNB*************,Возможен,1 497 000
Toyota,Camry,2023,XV70 рестайлинг (2020—2023),22 км,Проверить в Автотеке,,1,Не битый,2.5 AT (209 л.с.),2.5 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,LVGB*************,,4 249 000
Toyota,Camry,2022,XV70 рестайлинг (2020—2023),20 км,Проверить в Автотеке,Электронный,1,Не битый,2.5 AT (204 л.с.),2.5 л,Бензин,Автомат,Передний,Luxe Safety,Седан,Белый,Левый,JTNB*************,Не интересует,4 100 000
Toyota,Corolla,2014,XI (2012—2016),247000 км,7 записей в отчёте Автотеки,,2,Не битый,1.6 CVT (122 л.с.),1.6 л,Бензин,Вариатор,Передний,Comfort,Седан,Бежевый,Левый,NMTB*************,Не интересует,1 499 000
