Marka,Model,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Комплектация,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен
Honda,CR-V,2008,III (2006—2009),185646 км,5 записей в отчёте Автотеки,,3,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Elegance,Внедорожник 5-дверный,Серый,Левый,SHSR*************,Возможен,1 249 000
Honda,Civic,2011,VIII рестайлинг (2008—2011),163000 км,12 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Executive,Седан,Чёрный,Левый,NLAF*************,Не интересует,1 300 000
Honda,Civic,2009,VIII рестайлинг (2008—2011),199000 км,8 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Серебряный,Левый,NLAF*************,Не интересует,900 000
Honda,CR-V,2013,IV (2011—2015),163900 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 4WD MT (150 л.с.),2 л,Бензин,Механика,Полный,Lifestyle,Внедорожник 5-дверный,Чёрный,Левый,SHSR*************,Возможен,2 100 000
Honda,Civic,2008,VIII (2005—2009),298000 км,7 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,Comfort,Седан,Чёрный,Левый,NLAF*************,Не интересует,700 000
Honda,Civic,2008,VIII (2005—2009),295000 км,4 записи в отчёте Автотеки,Оригинал,2,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,NLAF*************,Не интересует,950 000
Honda,Civic,2008,VIII (2005—2009),278312 км,13 записей в отчёте Автотеки,,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Серый,Левый,JHMF*************,,889 000
Honda,Civic,2007,VIII (2005—2009),305000 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Executive,Седан,Бежевый,Левый,JHMF*************,Не интересует,792 000
Honda,CR-V,2023,VI (2022—2023),72 км,,Электронный,1,Не битый,1.5 4WD CVT (193 л.с.),1.5 л,Бензин,Вариатор,Полный,Prestige,Внедорожник 5-дверный,Чёрный,Левый,LVHR*************,Не интересует,4 950 000
Honda,CR-V,2008,III (2006—2009),300604 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,2.4 4WD AT (166 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Белый,Левый,SHSR*************,Не интересует,1 250 000
Honda,Accord,2007,VII рестайлинг (2005—2008),263750 км,9 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 AT (155 л.с.),2 л,Бензин,Автомат,Передний,Базовая,Седан,Белый,Левый,JHMC*************,Не интересует,798 000
Honda,CR-V,2005,II рестайлинг (2004—2006),175249 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,2.2 D 4WD MT (140 л.с.),2.2 л,Дизель,Механика,Полный,Базовая,Внедорожник 5-дверный,Серебряный,Левый,SHSR*************,Не интересует,990 000
Honda,Civic,2007,VIII (2005—2009),248203 км,8 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Базовая,Седан,Синий,Левый,JHMF*************,Не интересует,769 000
Honda,Accord,2019,X (2017—2020),67127 км,4 записи в отчёте Автотеки,Электронный,1,Не битый,2.0 AT (252 л.с.),2 л,Бензин,Автомат,Передний,Базовая,Седан,Белый,Левый,1HGC*************,Возможен,2 600 000
Honda,Civic,2019,X (2015—2021),99000 км,,Электронный,1,Не битый,1.0 CVT (129 л.с.),1 л,Бензин,Вариатор,Передний,Базовая,Хетчбек 5-дверный,Серый,Левый,SHHF*************,Не интересует,2 150 000
Honda,CR-V,2011,III рестайлинг (2009—2012),60900 км,4 записи в отчёте Автотеки,Оригинал,1,Не битый,2.4 4WD AT (166 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Серебряный,Левый,SHSR*************,,1 750 000
Honda,CR-V,2013,IV (2011—2015),127760 км,8 записей в отчёте Автотеки,Оригинал,2,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Lifestyle,Внедорожник 5-дверный,Красный,Левый,SHSR*************,,1 777 777
Honda,Civic,2008,VIII (2005—2009),270000 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Elegancе,Седан,Серебряный,Левый,JHMF*************,Не интересует,900 000
Honda,CR-V,2004,II (2001—2004),203703 км,10 записей в отчёте Автотеки,,2,Не битый,2.0 4WD MT (150 л.с.),2 л,Бензин,Механика,Полный,Базовая,Внедорожник 5-дверный,Серый,Левый,SHSR*************,,860 000
Honda,CR-V,2013,IV (2011—2015),222390 км,9 записей в отчёте Автотеки,Оригинал,2,Не битый,2.4 4WD AT (190 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Чёрный,Левый,1HGR*************,,2 200 000
Honda,Civic,2008,VIII (2005—2009),287000 км,13 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 AMT (140 л.с.),1.8 л,Бензин,Робот,Передний,,Хетчбек 5-дверный,Чёрный,Левый,SHHF*************,Не интересует,699 000
Honda,CR-V,2013,IV (2011—2015),233510 км,10 записей в отчёте Автотеки,Оригинал,1,Не битый,2.0 4WD MT (150 л.с.),2 л,Бензин,Механика,Полный,,Внедорожник 5-дверный,Коричневый,Левый,SHSR*************,Не интересует,1 800 000
Honda,CR-V,2018,V (2016—2022),110219 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,2.0 i-VTEC 4WD CVT (150 л.с.),2 л,Бензин,Вариатор,Полный,Executive,Внедорожник 5-дверный,Чёрный,Левый,1HGR*************,,3 219 000
Honda,Civic,2008,VIII (2005—2009),220000 км,27 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Elegancе,Седан,Синий,Левый,JHMF*************,Возможен,90 000
Honda,Civic,2008,VIII (2005—2009),223914 км,20 записей в отчёте Автотеки,,3,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Золотой,Левый,NLAF*************,Возможен,899 000
Honda,Civic,1997,VI (1995—2002),370000 км,9 записей в отчёте Автотеки,,4+,Не битый,1.4 MT (90 л.с.),1.4 л,Бензин,Механика,Передний,Базовая,Седан,Синий,Левый,JHME*************,Не интересует,300 000
Honda,Civic,2006,VIII (2005—2009),368000 км,10 записей в отчёте Автотеки,,3,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,JHMF*************,Не интересует,650 000
Honda,Jazz,2008,GD рестайлинг (2005—2008),148000 км,6 записей в отчёте Автотеки,Оригинал,1,Не битый,1.3 CVT (83 л.с.),1.3 л,Бензин,Вариатор,Передний,Базовая,Хетчбек 5-дверный,Синий,Левый,LUCG*************,Не интересует,810 000
Honda,Accord,2008,VIII (2007—2011),155301 км,13 записей в отчёте Автотеки,,3,Не битый,2.4 AT (201 л.с.),2.4 л,Бензин,Автомат,Передний,Executive,Седан,Чёрный,Левый,JHMC*************,,939 000
Honda,CR-V,2019,V (2016—2022),56500 км,,Электронный,1,Не битый,1.5 4WD CVT (192 л.с.),1.5 л,Бензин,Вариатор,Полный,Touring,Внедорожник 5-дверный,Белый,Левый,7FAR*************,,2 850 000
Honda,FR-V,2005,I (2004—2009),178000 км,9 записей в отчёте Автотеки,,2,Не битый,2.0 MT (155 л.с.),2 л,Бензин,Механика,Передний,Базовая,Минивэн,Синий,Левый,JHMB*************,,799 000
Honda,CR-V,2008,III (2006—2009),223164 км,9 записей в отчёте Автотеки,,2,Не битый,2.0 4WD MT (150 л.с.),2 л,Бензин,Механика,Полный,Elegance,Внедорожник 5-дверный,Серый,Левый,SHSR*************,,1 550 000
Honda,Civic,2008,VIII (2005—2009),228000 км,8 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Чёрный,Левый,NLAF*************,Возможен,895 000
Honda,CR-V,2013,IV (2011—2015),181000 км,5 записей в отчёте Автотеки,,1,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Elegance,Внедорожник 5-дверный,Чёрный,Левый,SHSR*************,,1 999 000
Honda,CR-V,2007,III (2006—2009),243458 км,8 записей в отчёте Автотеки,Оригинал,1,Не битый,2.2 D 4WD MT (140 л.с.),2.2 л,Дизель,Механика,Полный,Базовая,Внедорожник 5-дверный,Серый,Левый,SHSR*************,Возможен,1 199 000
Honda,CR-V,2011,III рестайлинг (2009—2012),210147 км,7 записей в отчёте Автотеки,,2,Не битый,2.4 i-VTEC AT (166 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Серый,Левый,SHSR*************,,1 700 000
Honda,Element,2003,YH2 (2003—2006),240000 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,2.4 MT (162 л.с.),2.4 л,Бензин,Механика,Передний,Базовая,Внедорожник 5-дверный,Чёрный,Левый,5J6Y*************,,735 000
Honda,Civic,2008,VIII (2005—2009),198000 км,9 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Elegancе,Седан,Синий,Левый,NLAF*************,Не интересует,930 000
Honda,Pilot,2008,I рестайлинг (2005—2008),333000 км,46 записей в отчёте Автотеки,,2,Не битый,3.5 4WD AT (258 л.с.),3.5 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Серебряный,Левый,5FNY*************,,1 259 000
Honda,CR-V,2011,III рестайлинг (2009—2012),110048 км,8 записей в отчёте Автотеки,,2,Не битый,2.4 i-VTEC AT (166 л.с.),2.4 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Чёрный,Левый,SHSR*************,Возможен,1 901 600
Honda,Jazz,2008,GD рестайлинг (2005—2008),159288 км,14 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.3 CVT (83 л.с.),1.3 л,Бензин,Вариатор,Передний,,Хетчбек 5-дверный,Красный,Левый,LUCG*************,Не интересует,700 000
Honda,Pilot,2012,II рестайлинг (2011—2015),155500 км,11 записей в отчёте Автотеки,,4+,Не битый,3.5 4WD AT (249 л.с.),3.5 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Коричневый,Левый,5KBY*************,Возможен,1 725 000
Honda,CR-V,2008,III (2006—2009),332000 км,13 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Executive,Внедорожник 5-дверный,Синий,Левый,SHSR*************,Не интересует,1 270 000
Honda,CR-V,2022,V рестайлинг (2019—2023),14315 км,,,1,Не битый,1.5 4WD CVT (190 л.с.),1.5 л,Бензин,Вариатор,Полный,Base,Внедорожник 5-дверный,Чёрный,Левый,2HKR*************,,4 190 000
Honda,Civic,2007,VIII (2005—2009),221000 км,16 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Elegancе,Седан,Красный,Левый,JHMF*************,Не интересует,897 000
Honda,Civic,2007,VIII (2005—2009),319001 км,21 запись в отчёте Автотеки,,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Синий,Левый,JHMF*************,Возможен,749 000
Honda,CR-V,2010,III рестайлинг (2009—2012),225000 км,10 записей в отчёте Автотеки,Оригинал,4+,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Lifestyle,Внедорожник 5-дверный,Чёрный,Левый,SHSR*************,Не интересует,1 600 000
Honda,CR-V,2014,IV (2011—2015),171000 км,5 записей в отчёте Автотеки,Оригинал,3,Не битый,2.4 4WD AT (190 л.с.),2.4 л,Бензин,Автомат,Полный,Premium,Внедорожник 5-дверный,Белый,Левый,1HGR*************,Возможен,1 995 000
Honda,CR-V,2015,IV рестайлинг (2014—2018),130000 км,6 записей в отчёте Автотеки,,4+,Не битый,2.0 MT (150 л.с.),2 л,Бензин,Механика,Передний,Comfort,Внедорожник 5-дверный,Чёрный,Левый,SHSR*************,,1 900 000
Honda,Civic,2008,VIII рестайлинг (2008—2011),360001 км,18 записей в отчёте Автотеки,,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,NLAF*************,Возможен,805 000
Honda,Civic,2007,VIII (2005—2009),241000 км,15 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,Базовая,Седан,Золотой,Левый,JHMF*************,Не интересует,699 000
Honda,Legend,2007,IV (2004—2008),189350 км,8 записей в отчёте Автотеки,,4+,Не битый,3.5 4WD AT (295 л.с.),3.5 л,Бензин,Автомат,Полный,Базовая,Седан,Синий,Левый,JHMK*************,,829 000
Honda,CR-V,2019,V (2016—2022),19800 км,,,1,Не битый,1.5 4WD CVT (192 л.с.),1.5 л,Бензин,Вариатор,Полный,EX-L,Внедорожник 5-дверный,Серебряный,Левый,5J6R*************,Не интересует,2 799 999
Honda,Accord,2019,X (2017—2020),37279 км,Проверить в Автотеке,,1,Не битый,1.5 CVT (192 л.с.),1.5 л,Бензин,Вариатор,Передний,Базовая,Седан,Чёрный,Левый,1HGC*************,Возможен,2 879 999
Honda,Elysion,2008,I рестайлинг (2006—2013),243000 км,Проверить в Автотеке,,1,Не битый,3.0 4WD AT (250 л.с.),3 л,Бензин,Автомат,Полный,Базовая,Минивэн,Белый,Левый,RR4-*******,Не интересует,1 299 000
Honda,Pilot,2011,II (2008—2011),111147 км,3 записи в отчёте Автотеки,Оригинал,1,Не битый,3.5 4WD AT (249 л.с.),3.5 л,Бензин,Автомат,Полный,Базовая,Внедорожник 5-дверный,Чёрный,Левый,5FNY*************,,1 850 000
Honda,Civic,2008,VIII (2005—2009),190000 км,14 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,Comfort,Хетчбек 5-дверный,Оранжевый,Левый,SHHF*************,Не интересует,650 000
Honda,Civic,2007,VIII (2005—2009),199100 км,7 записей в отчёте Автотеки,Оригинал,3,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Красный,Левый,JHMF*************,Не интересует,930 000
Honda,Civic,2013,IX рестайлинг (2013—2016),181058 км,4 записи в отчёте Автотеки,,1,Не битый,1.8 MT (142 л.с.),1.8 л,Бензин,Механика,Передний,Elegance,Седан,Чёрный,Левый,19XF*************,,1 419 900
Honda,CR-V,2000,I рестайлинг (1999—2001),429192 км,6 записей в отчёте Автотеки,Дубликат,4+,Не битый,2.0 AT (147 л.с.),2 л,Бензин,Автомат,Передний,Базовая,Внедорожник 5-дверный,Серебряный,Левый,JHLR*************,Не интересует,500 000
Honda,CR-V,2016,V (2016—2022),91000 км,,Оригинал,1,Не битый,1.5 CVT (192 л.с.),1.5 л,Бензин,Вариатор,Передний,Touring,Внедорожник 5-дверный,Синий,Левый,5J6R*************,Возможен,2 499 000
Honda,Civic,2007,VIII (2005—2009),187000 км,11 записей в отчёте Автотеки,,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Executive,Седан,Чёрный,Левый,JHMF*************,Не интересует,775 000
Honda,Civic,2012,IX (2011—2015),140321 км,13 записей в отчёте Автотеки,Оригинал,2,Не битый,1.8 AT (142 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Белый,Левый,NLAF*************,Не интересует,1 310 000
Honda,Civic,2008,VIII (2005—2009),168000 км,6 записей в отчёте Автотеки,Оригинал,2,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Executive,Седан,Красный,Левый,JHMF*************,Не интересует,999 999
Honda,Civic,2007,VIII (2005—2009),178000 км,11 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Elegancе,Седан,Синий,Левый,JHMF*************,Возможен,873 000
Honda,Civic,2007,VIII (2005—2009),271312 км,16 записей в отчёте Автотеки,Дубликат,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Золотой,Левый,JHMF*************,Не интересует,880 000
Honda,HR-V,2004,GH рестайлинг (2001—2006),140000 км,2 записи в отчёте Автотеки,Оригинал,3,Не битый,1.6 4WD CVT (105 л.с.),1.6 л,Бензин,Вариатор,Полный,Базовая,Внедорожник 5-дверный,Красный,Левый,JHMG*************,,1 500 000
Honda,CR-V,2013,IV (2011—2015),133000 км,6 записей в отчёте Автотеки,,1,Не битый,2.0 4WD AT (150 л.с.),2 л,Бензин,Автомат,Полный,Lifestyle,Внедорожник 5-дверный,Белый,Левый,SHSR*************,Возможен,1 459 000
Honda,Fit,2020,GP рестайлинг (2017—2020),46084 км,2 записи в отчёте Автотеки,,1,Не битый,1.5 CVT (130 л.с.),1.5 л,Бензин,Вариатор,Передний,Базовая,Хетчбек 5-дверный,Красный,Левый,3HGG*************,,1 599 000
Honda,Accord,2019,X (2017—2020),70000 км,4 записи в отчёте Автотеки,Электронный,1,Не битый,1.5 CVT (192 л.с.),1.5 л,Бензин,Вариатор,Передний,Базовая,Седан,Чёрный,Левый,1HGC*************,,2 450 000
Honda,Civic,2007,VIII (2005—2009),210000 км,15 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 MT (140 л.с.),1.8 л,Бензин,Механика,Передний,,Седан,Серый,Левый,JHMF*************,Возможен,679 000
Honda,Accord,2011,VIII рестайлинг (2011—2013),200000 км,12 записей в отчёте Автотеки,Оригинал,2,Не битый,2.4 i-VTEC AT (200 л.с.),2.4 л,Бензин,Автомат,Передний,Executive,Седан,Белый,Левый,JHMC*************,Не интересует,1 350 000
Honda,Accord,2013,IX (2012—2016),192001 км,8 записей в отчёте Автотеки,,2,Не битый,2.4 AT (180 л.с.),2.4 л,Бензин,Автомат,Передний,Elegance,Седан,Чёрный,Левый,1HGC*************,,1 499 000
Honda,Civic,2010,VIII рестайлинг (2008—2011),230700 км,6 записей в отчёте Автотеки,,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,,Седан,Чёрный,Левый,NLAF*************,,950 000
Honda,Civic,2008,VIII (2005—2009),270000 км,15 записей в отчёте Автотеки,Оригинал,4+,Не битый,1.8 AT (140 л.с.),1.8 л,Бензин,Автомат,Передний,Executive,Седан,Голубой,Левый,NLAF*************,Не интересует,830 000
Honda,Jazz,2008,GD рестайлинг (2005—2008),178542 км,Проверить в Автотеке,Оригинал,2,Не битый,1.3 CVT (83 л.с.),1.3 л,Бензин,Вариатор,Передний,Elegance,Хетчбек 5-дверный,Синий,Левый,LUCG*************,Не интересует,799 000
Honda,CR-V,2011,III рестайлинг (2009—2012),250000 км,,Оригинал,2,Не битый,2.4 AT (182 л.с.),2.4 л,Бензин,Автомат,Передний,Базовая,Внедорожник 5-дверный,Чёрный,Левый,3CZR*************,Не интересует,1 650 000
Honda,N-BOX,2018,II (2017—2023),123800 км,,,2,Не битый,0.7 CVT (58 л.с.),0.7 л,Бензин,Вариатор,Передний,Базовая,Хетчбек 5-дверный,Зелёный,Левый,0000*************,,1 043 524
Honda,Civic,2013,IX (2011—2015),119987 км,14 записей в отчёте Автотеки,,3,Не битый,1.8 AT (142 л.с.),1.8 л,Бензин,Автомат,Передний,Premium,Хетчбек 5-дверный,Чёрный,Левый,SHHF*************,Возможен,1 499 000
